,Zeit,FahrradbrueckeFahrradbruecke,FahrradbrueckeFahrradbruecke stadteinwärts Fahrräder,FahrradbrueckeFahrradbruecke stadtauswärts Fahrräder,Symbol Wetter,Temperatur (°C),Gefühlte Temperatur (°C),Regen (mm),
,2021-01-16 04:00:00,1,0,1,Bedeckt,-8,-8,0,
,2021-01-16 05:00:00,9,6,3,Leichter Schneefall,-8,-8,0,
,2021-01-16 06:00:00,7,3,4,Leichter Schneefall,-9,-9,0,
,2021-01-16 07:00:00,11,6,5,Leichter Schneefall,-8,-9,0,
,2021-01-16 08:00:00,23,15,8,Leichter Schneefall,-8,-8,0,
,2021-01-16 09:00:00,44,19,25,Leichter Schneefall,-7,-8,0,
,2021-01-16 10:00:00,67,33,34,Leichter Schneefall,-6,-7,0,
,2021-01-16 11:00:00,81,32,49,Leicht bewölkt,-5,-6,0,
,2021-01-16 12:00:00,92,51,41,Leicht bewölkt,-4,-5,0,
,2021-01-16 13:00:00,94,44,50,Leicht bewölkt,-4,-4,0,
,2021-01-16 14:00:00,90,33,57,Leicht bewölkt,-4,-4,0,
,2021-01-16 15:00:00,85,39,46,Leicht bewölkt,-4,-4,0,
,2021-01-16 16:00:00,70,33,37,Leicht bewölkt,-5,-5,0,
,2021-01-16 17:00:00,76,41,35,Leicht bewölkt,-5,-5,0,
,2021-01-16 18:00:00,49,31,18,Leicht bewölkt,-6,-6,0,
,2021-01-16 19:00:00,72,41,31,Leicht bewölkt,-7,-7,0,
,2021-01-16 20:00:00,23,12,11,Leicht bewölkt,-7,-7,0,
,2021-01-16 21:00:00,6,3,3,Leicht bewölkt,-8,-8,0,
,2021-01-16 22:00:00,3,0,3,Leicht bewölkt,-7,-8,0,
,2021-01-16 23:00:00,6,3,3,Bedeckt,-7,-8,0,
,2021-01-17 00:00:00,5,3,2,Bedeckt,-6,-8,0,
,2021-01-17 01:00:00,3,1,2,Bedeckt,-5,-7,0,
,2021-01-17 02:00:00,2,2,0,Bedeckt,-5,-7,0.6,
,2021-01-17 03:00:00,0,0,0,Bedeckt,-4,-7,0.8,
,2021-01-17 04:00:00,0,0,0,Bedeckt,-3,-7,0.4,
,2021-01-17 05:00:00,2,1,1,Starker Schneefall,-2,-6,1.4,
,2021-01-17 06:00:00,4,1,3,Starker Schneefall,-2,-5,1.8,
,2021-01-17 07:00:00,21,8,13,Starker Schneefall,-1,-5,0.9,
,2021-01-17 08:00:00,15,8,7,Starker Schneefall,0,-4,1,
,2021-01-17 09:00:00,15,6,9,Starker Schneefall,1,-4,1.3,
,2021-01-17 10:00:00,14,5,9,Starker Schneefall,1,-3,0.6,
,2021-01-17 11:00:00,25,11,14,Starker Schneefall,1,-3,0.6,
,2021-01-17 12:00:00,29,9,20,Starker Schneefall,2,-3,0.8,
,2021-01-17 13:00:00,32,12,20,Starker Schneefall,2,-3,0.4,
,2021-01-17 14:00:00,60,29,31,Starker Schneefall,2,-3,0.4,
,2021-01-17 15:00:00,60,24,36,Starker Schneefall,2,-3,0.5,
,2021-01-17 16:00:00,69,42,27,Starker Schneefall,1,-3,0.3,
,2021-01-17 17:00:00,69,43,26,Starker Schneefall,1,-3,0.1,
,2021-01-17 18:00:00,51,27,24,Starker Schneefall,1,-3,0.1,
,2021-01-17 19:00:00,46,29,17,Starker Schneefall,1,-3,0.1,
,2021-01-17 20:00:00,23,12,11,Nebel,0,-4,0.1,
,2021-01-17 21:00:00,11,6,5,Nebel,0,-4,0.1,
,2021-01-17 22:00:00,5,3,2,Nebel,0,-4,0.1,
,2021-01-17 23:00:00,1,0,1,Starker Schneefall,0,-4,0.3,
,2021-01-18 00:00:00,1,0,1,Starker Schneefall,0,-4,0.4,
,2021-01-18 01:00:00,3,2,1,Starker Schneefall,0,-4,0.2,
,2021-01-18 02:00:00,4,2,2,Starker Schneefall,0,-4,0.1,
,2021-01-18 03:00:00,1,0,1,Starker Schneefall,0,-4,0.2,
,2021-01-18 04:00:00,7,5,2,Starker Schneefall,0,-4,0.1,
,2021-01-18 05:00:00,15,7,8,Starker Schneefall,0,-4,0,
,2021-01-18 06:00:00,59,33,26,Starker Schneefall,-1,-4,0,
,2021-01-18 07:00:00,185,98,87,Starker Schneefall,-1,-4,0,
,2021-01-18 08:00:00,209,86,123,Leichter Nebel,-1,-4,0,
,2021-01-18 09:00:00,193,100,93,Leichter Nebel,-1,-4,0,
,2021-01-18 10:00:00,139,72,67,Leichter Nebel,0,-3,0,
,2021-01-18 11:00:00,141,70,71,Mäßiger Schneefall,0,-3,0,
,2021-01-18 12:00:00,207,104,103,Mäßiger Schneefall,1,-2,0,
,2021-01-18 13:00:00,252,125,127,Mäßiger Schneefall,1,-2,0,
,2021-01-18 14:00:00,224,117,107,Bewölkt,1,-2,0,
,2021-01-18 15:00:00,206,96,110,Bewölkt,1,-2,0,
,2021-01-18 16:00:00,241,131,110,Bewölkt,0,-2,0,
,2021-01-18 17:00:00,269,145,124,Stellenweise leichter Schneefall,-1,-2,0,
,2021-01-18 18:00:00,195,91,104,Stellenweise leichter Schneefall,-1,-3,0,
,2021-01-18 19:00:00,127,61,66,Stellenweise leichter Schneefall,-2,-4,0,
,2021-01-18 20:00:00,53,30,23,Leicht bewölkt,-3,-4,0,
,2021-01-18 21:00:00,23,11,12,Leicht bewölkt,-3,-5,0,
,2021-01-18 22:00:00,10,5,5,Leicht bewölkt,-3,-6,0,
,2021-01-18 23:00:00,10,8,2,Leicht bewölkt,-4,-6,0,
,2021-01-19 00:00:00,3,2,1,Leicht bewölkt,-4,-7,0,
,2021-01-19 01:00:00,1,0,1,Leicht bewölkt,-4,-7,0,
,2021-01-19 02:00:00,1,0,1,Leicht bewölkt,-5,-7,0,
,2021-01-19 03:00:00,2,1,1,Leicht bewölkt,-5,-8,0,
,2021-01-19 04:00:00,3,2,1,Leicht bewölkt,-5,-8,0,
,2021-01-19 05:00:00,19,10,9,Bedeckt,-5,-8,0,
,2021-01-19 06:00:00,71,42,29,Bedeckt,-5,-8,0,
,2021-01-19 07:00:00,246,124,122,Bedeckt,-4,-7,0,
,2021-01-19 08:00:00,309,156,153,Bedeckt,-3,-6,0,
,2021-01-19 09:00:00,200,103,97,Bedeckt,-2,-5,0,
,2021-01-19 10:00:00,157,87,70,Bedeckt,-1,-4,0,
,2021-01-19 11:00:00,184,100,84,Bewölkt,0,-3,0,
,2021-01-19 12:00:00,264,125,139,Bewölkt,1,-2,0,
,2021-01-19 13:00:00,275,142,133,Bewölkt,1,-1,0,
,2021-01-19 14:00:00,249,126,123,Bedeckt,2,0,0,
,2021-01-19 15:00:00,269,140,129,Bedeckt,2,0,0,
,2021-01-19 16:00:00,307,152,155,Bedeckt,2,0,0,
,2021-01-19 17:00:00,318,152,166,Leicht bewölkt,2,0,0,
,2021-01-19 18:00:00,242,111,131,Leicht bewölkt,2,-1,0,
,2021-01-19 19:00:00,181,92,89,Leicht bewölkt,1,-1,0,
,2021-01-19 20:00:00,53,30,23,Leicht bewölkt,0,-2,0,
,2021-01-19 21:00:00,21,7,14,Leicht bewölkt,-1,-3,0,
,2021-01-19 22:00:00,11,6,5,Leicht bewölkt,-1,-4,0,
,2021-01-19 23:00:00,4,4,0,Leicht bewölkt,-1,-4,0,
,2021-01-20 00:00:00,4,4,0,Leicht bewölkt,-1,-4,0,
,2021-01-20 01:00:00,2,0,2,Leicht bewölkt,-2,-4,0,
,2021-01-20 02:00:00,1,0,1,Sonnig,-2,-5,0,
,2021-01-20 03:00:00,2,1,1,Sonnig,-2,-5,0,
,2021-01-20 04:00:00,4,4,0,Sonnig,-3,-5,0,
,2021-01-20 05:00:00,31,16,15,Sonnig,-3,-6,0,
,2021-01-20 06:00:00,80,41,39,Sonnig,-3,-6,0,
,2021-01-20 07:00:00,245,112,133,Sonnig,-3,-6,0,
,2021-01-20 08:00:00,333,173,160,Leicht bewölkt,-2,-5,0,
,2021-01-20 09:00:00,197,107,90,Leicht bewölkt,-2,-5,0,
,2021-01-20 10:00:00,158,91,67,Leicht bewölkt,-1,-3,0,
,2021-01-20 11:00:00,218,106,112,Leicht bewölkt,0,-2,0,
,2021-01-20 12:00:00,292,147,145,Leicht bewölkt,1,-1,0,
,2021-01-20 13:00:00,315,147,168,Leicht bewölkt,1,0,0,
,2021-01-20 14:00:00,211,112,99,Leicht bewölkt,2,0,0,
,2021-01-20 15:00:00,4,2,2,Leicht bewölkt,2,1,0,
,2021-01-20 16:00:00,367,203,164,Leicht bewölkt,1,0,0,
,2021-01-20 17:00:00,370,196,174,Leicht bewölkt,0,-1,0,
,2021-01-20 18:00:00,250,129,121,Leicht bewölkt,0,-2,0,
,2021-01-20 19:00:00,203,86,117,Leicht bewölkt,-2,-3,0,
,2021-01-20 20:00:00,71,33,38,Leicht bewölkt,-3,-4,0,
,2021-01-20 21:00:00,23,13,10,Leicht bewölkt,-5,-6,0,
,2021-01-20 22:00:00,15,10,5,Leicht bewölkt,-4,-5,0,
,2021-01-20 23:00:00,4,3,1,Leicht bewölkt,-3,-5,0,
,2021-01-21 00:00:00,4,2,2,Leicht bewölkt,-2,-4,0,
,2021-01-21 01:00:00,0,0,0,Leicht bewölkt,-2,-4,0,
,2021-01-21 02:00:00,0,0,0,Leicht bewölkt,-2,-5,0,
,2021-01-21 03:00:00,2,1,1,Leicht bewölkt,-2,-5,0,
,2021-01-21 04:00:00,5,1,4,Leicht bewölkt,-2,-5,0,
,2021-01-21 05:00:00,28,17,11,Leicht bewölkt,-2,-5,0,
,2021-01-21 06:00:00,84,46,38,Leicht bewölkt,-2,-5,0,
,2021-01-21 07:00:00,313,170,143,Leicht bewölkt,-2,-4,0,
,2021-01-21 08:00:00,387,199,188,Bewölkt,-1,-3,0,
,2021-01-21 09:00:00,275,133,142,Bewölkt,0,-3,0,
,2021-01-21 10:00:00,214,96,118,Bewölkt,1,-1,0,
,2021-01-21 11:00:00,257,136,121,Leicht bewölkt,2,0,0,
,2021-01-21 12:00:00,362,189,173,Leicht bewölkt,3,1,0,
,2021-01-21 13:00:00,356,169,187,Leicht bewölkt,2,1,0,
,2021-01-21 14:00:00,347,170,177,Leicht bewölkt,2,1,0,
,2021-01-21 15:00:00,355,175,180,Leicht bewölkt,2,1,0,
,2021-01-21 16:00:00,423,234,189,Leicht bewölkt,2,1,0,
,2021-01-21 17:00:00,439,221,218,Leichter Nebel,1,0,0,
,2021-01-21 18:00:00,278,133,145,Leichter Nebel,1,0,0,
,2021-01-21 19:00:00,215,116,99,Leichter Nebel,-1,-1,0,
,2021-01-21 20:00:00,93,46,47,Bedeckt,-2,-3,0,
,2021-01-21 21:00:00,28,13,15,Bedeckt,-4,-4,0,
,2021-01-21 22:00:00,7,4,3,Bedeckt,-3,-4,0,
,2021-01-21 23:00:00,8,6,2,Bedeckt,-2,-4,0,
,2021-01-22 00:00:00,2,1,1,Bedeckt,-2,-3,0,
,2021-01-22 01:00:00,2,2,0,Bedeckt,-1,-3,0,
,2021-01-22 02:00:00,1,0,1,Bewölkt,-1,-2,0,
,2021-01-22 03:00:00,3,2,1,Bewölkt,0,-2,0,
,2021-01-22 04:00:00,7,3,4,Bewölkt,0,-2,0,
,2021-01-22 05:00:00,29,16,13,Bewölkt,1,-1,0,
,2021-01-22 06:00:00,95,54,41,Bewölkt,1,-1,0,
,2021-01-22 07:00:00,273,143,130,Bewölkt,2,0,0,
,2021-01-22 08:00:00,404,206,198,Leicht bewölkt,2,1,0,
,2021-01-22 09:00:00,345,209,136,Leicht bewölkt,3,1,0,
,2021-01-22 10:00:00,326,163,163,Leicht bewölkt,3,2,0,
,2021-01-22 11:00:00,396,195,201,Leicht bewölkt,4,3,0,
,2021-01-22 12:00:00,439,199,240,Leicht bewölkt,5,4,0,
,2021-01-22 13:00:00,411,200,211,Leicht bewölkt,4,3,0,
,2021-01-22 14:00:00,451,238,213,Leicht bewölkt,4,3,0,
,2021-01-22 15:00:00,399,221,178,Leicht bewölkt,4,2,0,
,2021-01-22 16:00:00,466,206,260,Leicht bewölkt,3,1,0,
,2021-01-22 17:00:00,404,209,195,Leichter Nebel,2,0,0,
,2021-01-22 18:00:00,248,115,133,Leichter Nebel,1,-1,0,
,2021-01-22 19:00:00,252,122,130,Leichter Nebel,1,-1,0,
,2021-01-22 20:00:00,76,40,36,Leichter Nebel,0,-2,0,
,2021-01-22 21:00:00,15,10,5,Leichter Nebel,-1,-3,0,
,2021-01-22 22:00:00,14,9,5,Leichter Nebel,0,-2,0,
,2021-01-22 23:00:00,4,2,2,Leichter Nebel,1,-2,0.1,
,2021-01-23 00:00:00,5,1,4,Leichter Nebel,1,-1,0.2,
,2021-01-23 01:00:00,5,4,1,Leichter Nebel,1,-2,0.1,
,2021-01-23 02:00:00,2,1,1,Leichter Eisregen,1,-3,1.8,
,2021-01-23 03:00:00,3,0,3,Leichter Eisregen,1,-4,2.4,
,2021-01-23 04:00:00,6,1,5,Leichter Eisregen,1,-4,1.2,
,2021-01-23 05:00:00,21,15,6,Starker Schneefall,1,-4,1.3,
,2021-01-23 06:00:00,20,16,4,Starker Schneefall,1,-4,1.7,
,2021-01-23 07:00:00,41,14,27,Starker Schneefall,1,-3,0.8,
,2021-01-23 08:00:00,87,50,37,Starker Schneefall,1,-2,0.2,
,2021-01-23 09:00:00,157,92,65,Starker Schneefall,1,-2,0.3,
,2021-01-23 10:00:00,242,123,119,Starker Schneefall,2,-1,0.1,
,2021-01-23 11:00:00,297,165,132,Mäßiger Schneefall,2,0,0,
,2021-01-23 12:00:00,301,135,166,Mäßiger Schneefall,3,1,0,
,2021-01-23 13:00:00,325,153,172,Mäßiger Schneefall,2,1,0,
,2021-01-23 14:00:00,319,161,158,Bedeckt,2,1,0,
,2021-01-23 15:00:00,320,168,152,Bedeckt,2,1,0,
,2021-01-23 16:00:00,342,180,162,Bedeckt,2,1,0,
,2021-01-23 17:00:00,230,113,117,Bedeckt,1,0,0,
,2021-01-23 18:00:00,177,87,90,Bedeckt,0,0,0,
,2021-01-23 19:00:00,182,112,70,Bedeckt,-1,-1,0,
,2021-01-23 20:00:00,59,34,25,Leicht bewölkt,-1,-1,0,
,2021-01-23 21:00:00,10,4,6,Leicht bewölkt,-2,-2,0,
,2021-01-23 22:00:00,14,7,7,Leicht bewölkt,-2,-3,0,
,2021-01-23 23:00:00,11,6,5,Stellenweise leichter Schneefall,-1,-4,0.3,
,2021-01-24 00:00:00,4,3,1,Stellenweise leichter Schneefall,-1,-4,0.7,
,2021-01-24 01:00:00,5,5,0,Stellenweise leichter Schneefall,-1,-4,0.3,
,2021-01-24 02:00:00,1,0,1,Mäßiger bis starker Schneefall mit Gewitter,0,-4,0.3,
,2021-01-24 03:00:00,6,1,5,Mäßiger bis starker Schneefall mit Gewitter,0,-4,0.4,
,2021-01-24 04:00:00,1,1,0,Mäßiger bis starker Schneefall mit Gewitter,0,-4,0.2,
,2021-01-24 05:00:00,12,8,4,Mäßiger bis starker Schneefall mit Gewitter,0,-5,0.1,
,2021-01-24 06:00:00,18,14,4,Mäßiger bis starker Schneefall mit Gewitter,-1,-5,0.1,
,2021-01-24 07:00:00,14,8,6,Mäßiger bis starker Schneefall mit Gewitter,-1,-5,0.1,
,2021-01-24 08:00:00,28,18,10,Bewölkt,-1,-6,0,
,2021-01-24 09:00:00,77,42,35,Bewölkt,-1,-6,0,
,2021-01-24 10:00:00,124,52,72,Bewölkt,-1,-5,0,
,2021-01-24 11:00:00,161,76,85,Stellenweise mäßiger Schneefall,0,-5,0,
,2021-01-24 12:00:00,189,76,113,Stellenweise mäßiger Schneefall,0,-5,0,
,2021-01-24 13:00:00,218,97,121,Stellenweise mäßiger Schneefall,0,-4,0,
,2021-01-24 14:00:00,292,130,162,Leicht bewölkt,0,-4,0,
,2021-01-24 15:00:00,233,138,95,Leicht bewölkt,0,-4,0,
,2021-01-24 16:00:00,229,118,111,Leicht bewölkt,-1,-4,0,
,2021-01-24 17:00:00,168,88,80,Stellenweiser Schneefall,-2,-5,0,
,2021-01-24 18:00:00,112,62,50,Stellenweiser Schneefall,-3,-6,0,
,2021-01-24 19:00:00,120,67,53,Stellenweiser Schneefall,-4,-7,0,
,2021-01-24 20:00:00,49,25,24,Leicht bewölkt,-5,-8,0,
,2021-01-24 21:00:00,16,10,6,Leicht bewölkt,-6,-9,0,
,2021-01-24 22:00:00,8,6,2,Leicht bewölkt,-6,-8,0,
,2021-01-24 23:00:00,4,3,1,Leicht bewölkt,-6,-8,0,
,2021-01-25 00:00:00,3,1,2,Leicht bewölkt,-6,-7,0.1,
,2021-01-25 01:00:00,3,3,0,Leicht bewölkt,-6,-7,0,
,2021-01-25 02:00:00,1,0,1,Mäßiger Schneefall,-6,-8,0.3,
,2021-01-25 03:00:00,0,0,0,Mäßiger Schneefall,-6,-9,0.4,
,2021-01-25 04:00:00,6,4,2,Mäßiger Schneefall,-5,-8,0.2,
,2021-01-25 05:00:00,21,10,11,Starker Schneefall,-4,-8,0.7,
,2021-01-25 06:00:00,70,41,29,Starker Schneefall,-4,-7,0.9,
,2021-01-25 07:00:00,215,106,109,Starker Schneefall,-3,-6,0.5,
,2021-01-25 08:00:00,281,141,140,Mäßiger bis starker Schneefall mit Gewitter,-2,-6,0.4,
,2021-01-25 09:00:00,191,115,76,Mäßiger bis starker Schneefall mit Gewitter,-1,-5,0.6,
,2021-01-25 10:00:00,146,78,68,Mäßiger bis starker Schneefall mit Gewitter,0,-5,0.3,
,2021-01-25 11:00:00,192,80,112,Starker Schneefall,0,-5,0.1,
,2021-01-25 12:00:00,278,150,128,Starker Schneefall,1,-5,0.1,
,2021-01-25 13:00:00,289,156,133,Starker Schneefall,1,-5,0.1,
,2021-01-25 14:00:00,277,140,137,Mäßige bis starke Schneefälle,1,-5,0.2,
,2021-01-25 15:00:00,297,173,124,Mäßige bis starke Schneefälle,1,-5,0.3,
,2021-01-25 16:00:00,327,183,144,Mäßige bis starke Schneefälle,0,-5,0.2,
,2021-01-25 17:00:00,351,159,192,Mäßiger bis starker Schneefall mit Gewitter,0,-5,0.2,
,2021-01-25 18:00:00,233,113,120,Mäßiger bis starker Schneefall mit Gewitter,0,-5,0.3,
,2021-01-25 19:00:00,202,105,97,Mäßiger bis starker Schneefall mit Gewitter,-1,-6,0.1,
,2021-01-25 20:00:00,70,30,40,Starker Schneefall,-1,-6,0.2,
,2021-01-25 21:00:00,20,11,9,Starker Schneefall,-1,-6,0.2,
,2021-01-25 22:00:00,11,6,5,Starker Schneefall,-2,-7,0.1,
,2021-01-25 23:00:00,5,3,2,Starker Schneefall,-3,-7,0.5,
,2021-01-26 00:00:00,2,2,0,Starker Schneefall,-3,-8,1,
,2021-01-26 01:00:00,5,5,0,Starker Schneefall,-3,-8,0.5,
,2021-01-26 02:00:00,1,1,0,Starker Schneefall,-3,-8,0.3,
,2021-01-26 03:00:00,2,0,2,Starker Schneefall,-3,-8,0.4,
,2021-01-26 04:00:00,3,1,2,Starker Schneefall,-3,-8,0.2,
,2021-01-26 05:00:00,30,19,11,Starker Schneefall,-3,-8,0.2,
,2021-01-26 06:00:00,113,63,50,Starker Schneefall,-3,-8,0.3,
,2021-01-26 07:00:00,295,176,119,Starker Schneefall,-3,-8,0.2,
,2021-01-26 08:00:00,394,226,168,Starker Schneefall,-3,-8,0.1,
,2021-01-26 09:00:00,261,145,116,Starker Schneefall,-3,-8,0.1,
,2021-01-26 10:00:00,253,135,118,Starker Schneefall,-2,-7,0.1,
,2021-01-26 11:00:00,249,121,128,Bewölkt,-1,-6,0,
,2021-01-26 12:00:00,313,163,150,Bewölkt,-1,-6,0,
,2021-01-26 13:00:00,297,146,151,Bewölkt,0,-5,0,
,2021-01-26 14:00:00,315,163,152,Leicht bewölkt,0,-5,0,
,2021-01-26 15:00:00,329,160,169,Leicht bewölkt,0,-5,0,
,2021-01-26 16:00:00,385,202,183,Leicht bewölkt,0,-5,0,
,2021-01-26 17:00:00,409,212,197,Leicht bewölkt,-1,-5,0,
,2021-01-26 18:00:00,310,136,174,Leicht bewölkt,-1,-6,0,
,2021-01-26 19:00:00,197,99,98,Leicht bewölkt,-2,-6,0,
,2021-01-26 20:00:00,71,29,42,Bewölkt,-2,-6,0,
,2021-01-26 21:00:00,27,10,17,Bewölkt,-2,-6,0,
,2021-01-26 22:00:00,15,5,10,Bewölkt,-3,-6,0,
,2021-01-26 23:00:00,9,5,4,Bedeckt,-4,-7,0,
,2021-01-27 00:00:00,4,2,2,Bedeckt,-5,-8,0,
,2021-01-27 01:00:00,1,1,0,Bedeckt,-5,-8,0,
,2021-01-27 02:00:00,1,0,1,Leicht bewölkt,-6,-9,0,
,2021-01-27 03:00:00,0,0,0,Leicht bewölkt,-6,-9,0,
,2021-01-27 04:00:00,7,5,2,Leicht bewölkt,-6,-8,0,
,2021-01-27 05:00:00,25,18,7,Bedeckt,-6,-8,0,
,2021-01-27 06:00:00,96,55,41,Bedeckt,-6,-8,0,
,2021-01-27 07:00:00,278,150,128,Bedeckt,-5,-7,0,
,2021-01-27 08:00:00,393,226,167,Bewölkt,-4,-6,0,
,2021-01-27 09:00:00,261,139,122,Bewölkt,-3,-5,0,
,2021-01-27 10:00:00,207,94,113,Bewölkt,-3,-5,0,
,2021-01-27 11:00:00,137,63,74,Bewölkt,-2,-4,0,
,2021-01-27 12:00:00,172,80,92,Bewölkt,-1,-4,0,
,2021-01-27 13:00:00,175,86,89,Bewölkt,0,-4,0,
,2021-01-27 14:00:00,172,82,90,Mäßiger Schneefall,0,-4,0.2,
,2021-01-27 15:00:00,231,111,120,Mäßiger Schneefall,0,-4,0.3,
,2021-01-27 16:00:00,286,156,130,Mäßiger Schneefall,0,-3,0.1,
,2021-01-27 17:00:00,293,146,147,Starker Schneefall,-1,-3,0.5,
,2021-01-27 18:00:00,230,108,122,Starker Schneefall,-2,-3,0.7,
,2021-01-27 19:00:00,162,87,75,Starker Schneefall,-4,-4,0.3,
,2021-01-27 20:00:00,64,38,26,Starker Schneefall,-5,-5,0.9,
,2021-01-27 21:00:00,17,10,7,Starker Schneefall,-7,-7,1.2,
,2021-01-27 22:00:00,4,2,2,Starker Schneefall,-5,-6,0.6,
,2021-01-27 23:00:00,7,4,3,Nebel,-3,-4,0,
,2021-01-28 00:00:00,4,4,0,Nebel,-2,-3,0,
,2021-01-28 01:00:00,2,1,1,Nebel,0,-2,0,
,2021-01-28 02:00:00,1,1,0,Leichter Nebel,1,-1,0,
,2021-01-28 03:00:00,1,0,1,Leichter Nebel,2,0,0,
,2021-01-28 04:00:00,4,2,2,Leichter Nebel,2,0,0,
,2021-01-28 05:00:00,21,12,9,Leichter Nebel,2,-1,0.5,
,2021-01-28 06:00:00,71,41,30,Leichter Nebel,2,-1,0.7,
,2021-01-28 07:00:00,223,127,96,Leichter Nebel,2,-1,0.3,
,2021-01-28 08:00:00,319,163,156,Leichter Regenfall,2,-1,1,
,2021-01-28 09:00:00,165,92,73,Leichter Regenfall,2,-2,1.3,
,2021-01-28 10:00:00,120,59,61,Leichter Regenfall,2,-1,0.7,
,2021-01-28 11:00:00,114,53,61,Mäßiger Regenfall,2,-1,1.8,
,2021-01-28 12:00:00,189,92,97,Mäßiger Regenfall,3,-1,2.4,
,2021-01-28 13:00:00,228,115,113,Mäßiger Regenfall,3,0,1.2,
,2021-01-28 14:00:00,279,153,126,Mäßiger Regenfall,4,0,1.8,
,2021-01-28 15:00:00,251,115,136,Mäßiger Regenfall,4,0,2.4,
,2021-01-28 16:00:00,388,189,199,Mäßiger Regenfall,4,1,1.2,
,2021-01-28 17:00:00,327,150,177,Mäßiger Regenfall,3,1,0.6,
,2021-01-28 18:00:00,274,129,145,Mäßiger Regenfall,3,1,0.8,
,2021-01-28 19:00:00,192,89,103,Mäßiger Regenfall,1,0,0.4,
,2021-01-28 20:00:00,91,40,51,Bedeckt,0,-1,0.6,
,2021-01-28 21:00:00,23,12,11,Bedeckt,-2,-2,0.8,
,2021-01-28 22:00:00,16,7,9,Bedeckt,0,-1,0.4,
,2021-01-28 23:00:00,5,1,4,Leichter Regenfall,2,0,0.2,
,2021-01-29 00:00:00,4,3,1,Leichter Regenfall,3,1,0.5,
,2021-01-29 01:00:00,1,1,0,Leichter Regenfall,4,1,0.2,
,2021-01-29 02:00:00,3,1,2,Leichter Regenschauer,4,2,0.2,
,2021-01-29 03:00:00,2,1,1,Leichter Regenschauer,5,2,0.2,
,2021-01-29 04:00:00,6,4,2,Leichter Regenschauer,5,2,0.1,
,2021-01-29 05:00:00,20,9,11,Nieselregen,4,2,0.5,
,2021-01-29 06:00:00,68,41,27,Nieselregen,4,2,0.6,
,2021-01-29 07:00:00,270,160,110,Nieselregen,4,2,0.3,
,2021-01-29 08:00:00,304,148,156,Leichter Regenfall,4,2,1.6,
,2021-01-29 09:00:00,278,146,132,Leichter Regenfall,4,2,2.2,
,2021-01-29 10:00:00,295,176,119,Leichter Regenfall,5,2,1.1,
,2021-01-29 11:00:00,322,146,176,Mäßiger Regenfall,5,2,2.1,
,2021-01-29 12:00:00,337,147,190,Mäßiger Regenfall,6,3,2.8,
,2021-01-29 13:00:00,283,132,151,Mäßiger Regenfall,6,3,1.4,
,2021-01-29 14:00:00,269,125,144,Mäßiger Regenfall,6,2,0.9,
,2021-01-29 15:00:00,265,124,141,Mäßiger Regenfall,6,2,1.2,
,2021-01-29 16:00:00,307,135,172,Mäßiger Regenfall,6,2,0.6,
,2021-01-29 17:00:00,288,124,164,Leichter Regenschauer,5,1,0.8,
,2021-01-29 18:00:00,201,87,114,Leichter Regenschauer,5,1,1,
,2021-01-29 19:00:00,192,93,99,Leichter Regenschauer,4,1,0.5,
,2021-01-29 20:00:00,72,34,38,Mäßiger bis starker Regen mit Gewitter,3,0,0.8,
,2021-01-29 21:00:00,22,17,5,Mäßiger bis starker Regen mit Gewitter,1,0,1.1,
,2021-01-29 22:00:00,15,9,6,Mäßiger bis starker Regen mit Gewitter,2,0,0.6,
,2021-01-29 23:00:00,10,6,4,Leichter Regenfall,2,0,0.3,
,2021-01-30 00:00:00,5,2,3,Leichter Regenfall,3,-1,0.7,
,2021-01-30 01:00:00,4,3,1,Leichter Regenfall,3,0,0.3,
,2021-01-30 02:00:00,2,0,2,Leichter Regenfall,4,0,0.2,
,2021-01-30 03:00:00,4,3,1,Leichter Regenfall,4,0,0.2,
,2021-01-30 04:00:00,5,2,3,Leichter Regenfall,3,0,0.1,
,2021-01-30 05:00:00,13,8,5,Stellenweiser Nieselregen,3,0,0,
,2021-01-30 06:00:00,23,12,11,Stellenweiser Nieselregen,3,-1,0,
,2021-01-30 07:00:00,31,19,12,Stellenweiser Nieselregen,3,0,0,
,2021-01-30 08:00:00,81,48,33,Bedeckt,3,1,0,
,2021-01-30 09:00:00,182,88,94,Bedeckt,3,1,0,
,2021-01-30 10:00:00,342,166,176,Bedeckt,3,2,0,
,2021-01-30 11:00:00,313,164,149,Stellenweiser Regenfall,4,2,0.3,
,2021-01-30 12:00:00,319,145,174,Stellenweiser Regenfall,4,3,0.4,
,2021-01-30 13:00:00,202,91,111,Stellenweiser Regenfall,4,3,0.2,
,2021-01-30 14:00:00,174,87,87,Leichter Regenfall,4,3,0.7,
,2021-01-30 15:00:00,183,83,100,Leichter Regenfall,4,3,1,
,2021-01-30 16:00:00,146,70,76,Leichter Regenfall,3,2,0.5,
,2021-01-30 17:00:00,148,70,78,Mäßiger Regenfall,2,1,0.7,
,2021-01-30 18:00:00,151,77,74,Mäßiger Regenfall,1,1,0.9,
,2021-01-30 19:00:00,174,80,94,Mäßiger Regenfall,0,-1,0.4,
,2021-01-30 20:00:00,68,37,31,Leichter Regenfall,-2,-2,0.9,
,2021-01-30 21:00:00,31,18,13,Leichter Regenfall,-3,-3,1.2,
,2021-01-30 22:00:00,12,4,8,Leichter Regenfall,-1,-2,0.6,
