;FPL_ID;WUL_NR;LFD_NR;NR;LINIE;KURS_NR;FWG;FGR;ZIEL;TYP;VON_ORT_NR;VON_ORT_TYP;VON_VL;BIS_ORT_NR;BIS_ORT_TYP;BIS_VL;BEGINN;DAUER;VORG_FZNR;FZGT_NR;AUSSTIEG_ENDE;EXT_ID
0;924007;1;1;1;1;;1;1;;0;10001;1;1;10002;1;24;21120;1920;;1;1;
1;924007;2;1;2;1;;1;2;;0;10001;1;1;10002;1;24;23100;1920;;1;1;
2;924007;3;1;3;1;;1;2;;0;10001;1;1;10002;1;24;24900;1920;;1;1;
3;924007;4;1;4;1;;1;2;;0;10001;1;1;10002;1;24;26700;1920;;1;1;
4;924007;5;1;5;1;;1;2;;0;10001;1;1;10002;1;24;28500;1920;;1;1;
5;924007;6;1;6;1;;1;2;;0;10001;1;1;10002;1;24;30300;1920;;1;1;
6;924007;7;1;7;1;;1;2;;0;10001;1;1;10002;1;24;32100;1920;;1;1;
7;924007;8;1;8;1;;1;2;;0;10001;1;1;10002;1;24;33900;1920;;1;1;
8;924007;9;1;9;1;;1;2;;0;10001;1;1;10002;1;24;35700;1920;;1;1;
9;924007;10;1;10;1;;1;2;;0;10001;1;1;10002;1;24;37500;1920;;1;1;
10;924007;11;1;11;1;;1;2;;0;10001;1;1;10002;1;24;39300;1920;;1;1;
11;924007;12;1;12;1;;1;2;;0;10001;1;1;10002;1;24;41100;1920;;1;1;
12;924007;13;1;13;1;;1;2;;0;10001;1;1;10002;1;24;42900;1920;;1;1;
13;924007;14;1;14;1;;1;2;;0;10001;1;1;10002;1;24;44700;1920;;1;1;
14;924007;15;1;15;1;;1;2;;0;10001;1;1;10002;1;24;46500;1920;;1;1;
15;924007;16;1;16;1;;1;2;;0;10001;1;1;10002;1;24;47400;1920;;1;1;
16;924007;17;1;17;1;;1;2;;0;10001;1;1;10002;1;24;48300;1920;;1;1;
17;924007;18;1;18;1;;1;2;;0;10001;1;1;10002;1;24;49200;1920;;1;1;
18;924007;19;1;19;1;;1;2;;0;10001;1;1;10002;1;24;50100;1920;;1;1;
19;924007;20;1;20;1;;1;2;;0;10001;1;1;10002;1;24;51000;1920;;1;1;
20;924007;21;1;21;1;;1;2;;0;10001;1;1;10002;1;24;51900;1920;;1;1;
21;924007;22;1;22;1;;1;2;;0;10001;1;1;10002;1;24;52800;1920;;1;1;
22;924007;23;1;23;1;;1;2;;0;10001;1;1;10002;1;24;53700;1920;;1;1;
23;924007;24;1;24;1;;1;2;;0;10001;1;1;10002;1;24;54600;1920;;1;1;
24;924007;25;1;25;1;;1;2;;0;10001;1;1;10002;1;24;55500;1920;;1;1;
25;924007;26;1;26;1;;1;2;;0;10001;1;1;10002;1;24;56400;1920;;1;1;
26;924007;27;1;27;1;;1;2;;0;10001;1;1;10002;1;24;57300;1920;;1;1;
27;924007;28;1;28;1;;1;2;;0;10001;1;1;10002;1;24;58200;1920;;1;1;
28;924007;29;1;29;1;;1;2;;0;10001;1;1;10002;1;24;59100;1920;;1;1;
29;924007;30;1;30;1;;1;2;;0;10001;1;1;10002;1;24;60000;1920;;1;1;
30;924007;31;1;31;1;;1;2;;0;10001;1;1;10002;1;24;60900;1920;;1;1;
31;924007;32;1;32;1;;1;2;;0;10001;1;1;10002;1;24;61800;1920;;1;1;
32;924007;33;1;33;1;;1;2;;0;10001;1;1;10002;1;24;62700;1920;;1;1;
33;924007;34;1;34;1;;1;2;;0;10001;1;1;10002;1;24;63600;1920;;1;1;
34;924007;35;1;35;1;;1;2;;0;10001;1;1;10002;1;24;64500;1920;;1;1;
35;924007;36;1;36;1;;1;2;;0;10001;1;1;10002;1;24;65400;1920;;1;1;
36;924007;37;1;37;1;;1;2;;0;10001;1;1;10002;1;24;66300;1920;;1;1;
37;924007;38;1;38;1;;1;2;;0;10001;1;1;10002;1;24;67200;1920;;1;1;
38;924007;39;1;39;1;;1;2;;0;10001;1;1;10002;1;24;68100;1920;;1;1;
39;924007;40;1;40;1;;1;2;;0;10001;1;1;10002;1;24;69000;1920;;1;1;
40;924007;41;1;41;1;;1;2;;0;10001;1;1;10002;1;24;69900;1920;;1;1;
41;924007;42;1;42;1;;1;2;;0;10001;1;1;10002;1;24;70800;1920;;1;1;
42;924007;43;1;43;1;;1;2;;0;10001;1;1;10002;1;24;71700;1920;;1;1;
43;924007;44;1;44;1;;1;2;;0;10001;1;1;10002;1;24;72600;1920;;1;1;
44;924007;45;1;45;1;;2;3;;0;10001;1;1;110002;1;16;86400;1080;;1;1;
45;924007;46;1;46;1;;1;1;;0;10001;1;1;10002;1;24;18000;1380;;1;1;
46;924007;47;1;47;1;;1;1;;0;10001;1;1;10002;1;24;19380;2340;;1;1;
47;924007;48;1;48;1;;1;1;;0;10001;1;1;10002;1;24;22200;1740;;1;1;
48;924007;49;1;49;1;;1;2;;0;10001;1;1;10002;1;24;24000;1920;;1;1;
49;924007;50;1;50;1;;1;2;;0;10001;1;1;10002;1;24;27600;1920;;1;1;
50;924007;51;1;51;1;;1;2;;0;10001;1;1;10002;1;24;29400;1920;;1;1;
51;924007;52;1;52;1;;1;2;;0;10001;1;1;10002;1;24;31200;1920;;1;1;
52;924007;53;1;53;1;;1;2;;0;10001;1;1;10002;1;24;33000;1920;;1;1;
53;924007;54;1;54;1;;1;2;;0;10001;1;1;10002;1;24;34800;1920;;1;1;
54;924007;55;1;55;1;;1;2;;0;10001;1;1;10002;1;24;36600;1920;;1;1;
55;924007;56;1;56;1;;1;2;;0;10001;1;1;10002;1;24;38400;1920;;1;1;
56;924007;57;1;57;1;;1;2;;0;10001;1;1;10002;1;24;40200;1920;;1;1;
57;924007;58;1;58;1;;1;2;;0;10001;1;1;10002;1;24;42000;1920;;1;1;
58;924007;59;1;59;1;;1;2;;0;10001;1;1;10002;1;24;43800;1920;;1;1;
59;924007;60;1;60;1;;1;2;;0;10001;1;1;10002;1;24;45600;1920;;1;1;
60;924007;61;1;61;1;;1;2;;0;10001;1;1;10002;1;24;25800;1920;;1;1;
61;924007;62;1;62;1;;1;3;;0;10001;1;1;10002;1;24;75420;1680;;1;1;
62;924007;63;1;63;1;;1;3;;0;10001;1;1;10002;1;24;77220;1680;;1;1;
63;924007;64;1;64;1;;1;3;;0;10001;1;1;10002;1;24;79020;1680;;1;1;
64;924007;65;1;65;1;;1;3;;0;10001;1;1;10002;1;24;80820;1680;;1;1;
65;924007;66;1;66;1;;1;3;;0;10001;1;1;10002;1;24;82620;1680;;1;1;
66;924007;67;1;67;1;;3;3;;0;110002;1;1;10002;1;9;88800;600;;1;1;
67;924007;68;1;68;1;;1;3;;0;10001;1;1;10002;1;24;84420;1980;;1;1;
68;924007;69;1;69;1;;1;3;;0;10001;1;1;10002;1;24;73620;1680;;1;1;
69;924007;70;1;70;1;;2;3;;0;10001;1;1;110002;1;16;74520;1080;;1;1;
70;924007;71;1;71;1;;2;3;;0;10001;1;1;110002;1;16;89700;1080;;2;1;
71;924008;72;1;1;1;;1;3;;0;10001;1;1;10002;1;24;21420;1680;;1;1;
72;924008;73;1;2;1;;1;3;;0;10001;1;1;10002;1;24;23220;1680;;1;1;
73;924008;74;1;3;1;;1;3;;0;10001;1;1;10002;1;24;25020;1680;;1;1;
74;924008;75;1;4;1;;1;3;;0;10001;1;1;10002;1;24;26820;1680;;1;1;
75;924008;76;1;5;1;;1;3;;0;10001;1;1;10002;1;24;28620;1680;;1;1;
76;924008;77;1;6;1;;1;3;;0;10001;1;1;10002;1;24;30420;1680;;1;1;
77;924008;78;1;7;1;;1;2;;0;10001;1;1;10002;1;24;50100;1920;;1;1;
78;924008;79;1;8;1;;2;3;;0;10001;1;1;110002;1;16;86400;1080;;1;1;
79;924008;80;1;9;1;;1;3;;0;10001;1;1;10002;1;24;75420;1680;;1;1;
80;924008;81;1;10;1;;1;3;;0;10001;1;1;10002;1;24;77220;1680;;1;1;
81;924008;82;1;11;1;;1;3;;0;10001;1;1;10002;1;24;79020;1680;;1;1;
82;924008;83;1;12;1;;1;3;;0;10001;1;1;10002;1;24;80820;1680;;1;1;
83;924008;84;1;13;1;;1;3;;0;10001;1;1;10002;1;24;82620;1680;;1;1;
84;924008;85;1;14;1;;3;3;;0;110002;1;1;10002;1;9;88800;600;;1;1;
85;924008;86;1;15;1;;1;3;;0;10001;1;1;10002;1;24;84420;1980;;1;1;
86;924008;87;1;16;1;;1;2;;0;10001;1;1;10002;1;24;32100;1920;;1;1;
87;924008;88;1;17;1;;1;2;;0;10001;1;1;10002;1;24;33900;1920;;1;1;
88;924008;89;1;18;1;;1;2;;0;10001;1;1;10002;1;24;35700;1920;;1;1;
89;924008;90;1;19;1;;1;2;;0;10001;1;1;10002;1;24;37500;1920;;1;1;
90;924008;91;1;20;1;;1;2;;0;10001;1;1;10002;1;24;41100;1920;;1;1;
91;924008;92;1;21;1;;1;2;;0;10001;1;1;10002;1;24;39300;1920;;1;1;
92;924008;93;1;22;1;;1;2;;0;10001;1;1;10002;1;24;45600;1920;;1;1;
